Molecule (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42,cid,is_psychedelic
CC1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)OC)Br,3.0,unknown,122.48186916451068,55.0,348.26,347.01908,4,0,3,0,4,0,6,19,19,2,1,1,1,0,1,1,1,0,0,0.5384615384615384,13.498492551911763,8.518784188822334,7.6752318603573055,6.017980467763816,4.3705464437738035,6.285722590464342,4.8829599812411155,3.5036357428277682,2.181889543109266,-0.5900000000000001,14.811541507442241,5.808626686395876,3.1186216584428874,4.736862953800049,32.922323328727856,10.023291153407584,5.917906046161393,19.765380445542643,27.567304196735016,0.0,0.0,0.0,0.0,5.749511833283905,15.929943897949348,13.154659938128987,0.0,4.305215991296234,5.917906046161393,24.660863921060418,20.199310353102682,22.671820721217244,0.0,5.749511833283905,25.953235051356934,4.736862953800049,0.0,8.417796984328938,4.305215991296234,0.0,6.923737199690624,52.88859439534759,13.08951281182515,16.47800053262772,5.749511833283905,0.0,10.023291153407584,0.0,0.0,13,0,0,1,0,1,0,0,1,3,0,19,6,2,0,9,3,0,3,7,4,0,0,0,0,5,1,0,1,7,5,0,0,0,0,2,0,0,0,0,0,0,846306,0
CC[C@H]1C(=C(NC(=O)N1)C)C(=O)C,0.1,unknown,77.38612232459256,58.2,182.22,182.105527694,4,2,2,2,2,2,4,13,13,1,0,0,1,0,0,1,0,0,0,0.5555555555555556,8.100953631303899,4.3509536313038994,3.154157213197181,2.146366763963813,1.581068361295472,4.3509536313038994,3.154157213197181,2.146366763963813,1.581068361295472,-1.32,9.765616438356163,3.596912513154943,1.881523444661022,10.633577208012662,17.85620028785097,4.794537184071822,0.0,27.19203322199788,11.270143843125101,0.0,0.0,0.0,4.794537184071822,0.0,0.0,9.589074368143644,0.0,10.633577208012662,0.0,33.23387405114585,0.0,11.270143843125101,0.0,0.0,11.814359458703011,10.633577208012662,4.794537184071822,4.794537184071822,0.0,0.0,6.923737199690624,20.268296022307258,11.270143843125101,6.041840829147961,0.0,5.783244946364939,0.0,0.0,6.031114512338072,9,0,0,0,0,0,0,0,2,2,0,13,5,2,0,5,1,0,2,6,4,2,2,0,0,5,1,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,685744,0
CC[Si](C)(C)OC(C)C,2.636400000000001,unknown,59.54676471800143,9.2,146.30,146.112691728,1,0,3,0,1,0,2,9,9,0,0,0,0,0,0,0,0,0,0,1.0,8.192705340840037,6.770542187436932,7.742046269197203,4.218546607824957,2.164213562373096,3.6551871157865197,3.279851949719506,1.4061822026083188,0.7214045207910319,0.1768831168831169,9.176883116883117,3.371460826907938,4.6660670691082675,0.0,14.421359640447841,4.426005026119251,0.0,20.771211599071872,0.0,19.138118484278646,0.0,0.0,0.0,0.0,0.0,4.426005026119251,0.0,0.0,0.0,46.01329647109881,0.0,0.0,0.0,0.0,8.317393252699539,4.426005026119251,0.0,0.0,0.0,0.0,6.923737199690624,32.98559288365989,6.103966387748303,0.0,0.0,8.317393252699539,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,1,0,9,8,0,0,0,0,0,3,2,1,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,554635,0
CCCCCCCCCCCCN=C(N)N,4.3,unknown,100.69366028047442,64.4,227.39,227.236147938,3,4,11,2,1,0,3,16,16,0,0,0,0,0,0,0,0,0,0,0.9230769230769231,10.880088726931236,6.82429161414299,4.488566752511688,2.8060448583117377,1.8073966523292369,6.82429161414299,4.488566752511688,2.8060448583117377,1.8073966523292369,-0.73,15.270000000000001,12.340077084793274,13.269999999999998,11.46733495432437,12.50431097465641,0.0,0.0,71.13195342895074,4.992404732635669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.459739686960038,71.13195342895074,6.544756405912575,0.0,0.0,0.0,5.959554568743835,11.46733495432437,4.992404732635669,0.0,0.0,0.0,64.71113180602472,6.4208216229260096,6.544756405912575,0.0,0.0,5.959554568743835,0.0,0.0,0.0,13,0,0,0,0,0,0,3,0,0,0,16,14,1,0,0,0,0,11,3,3,4,2,0,0,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8204,0
C1=CC=C(C(=C1)[C@@H]2NC3=CC=CC=C3C(=O)N2O)O,1.9,unknown,109.2262743585502,72.8,256.26,256.08479225,5,3,1,3,4,1,5,19,19,3,2,0,1,0,0,1,2,0,0,0.07142857142857142,9.946041499670372,5.841587438047929,4.3009955945452125,3.133684820849543,2.172823585087353,5.841587438047929,4.3009955945452125,3.133684820849543,2.172823585087353,-2.53,11.55421476287364,4.292497561293658,1.8017363991047068,5.316788604006331,21.28417787393485,0.0,0.0,22.08721577960034,48.53093654769288,0.0,0.0,0.0,5.687386274683562,5.749511833283905,0.0,15.108317603689818,0.0,5.063217724965349,0.0,6.165775612134527,5.316788604006331,59.65783953108687,0.0,5.749511833283905,11.594566004035068,10.423315998847038,10.001790208849112,0.0,5.063217724965349,0.0,30.33183534230805,18.19910120538483,11.250837766380558,5.563451491696996,5.749511833283905,6.165775612134527,0.0,5.907179729351506,0.0,14,0,0,0,0,0,0,0,2,3,0,19,3,1,0,11,6,0,1,8,5,3,3,0,0,3,0,0,0,9,7,0,0,0,0,3,0,0,0,0,2,1,700306,0
C[C@@H](C1=CC=C(C=C1)OC)NC(=O)C2=CC3=NC=CN=C3C=C2,2.4,unknown,133.89415578993433,64.1,307.3,307.132076794,5,1,4,1,4,1,5,23,23,3,3,0,0,1,0,0,2,0,0,0.16666666666666666,12.984426463823903,7.327542904393097,5.228144098708458,3.694913910858216,2.360410130917552,7.327542904393097,5.228144098708458,3.694913910858216,2.360410130917552,-2.9499999999999997,14.965359341015319,6.437632539071313,3.286377312359338,10.05365155780638,22.984934312523453,0.0,0.0,28.887018196304396,54.85825662245742,0.0,11.033401435232523,0.0,0.0,5.749511833283905,0.0,9.53140013787187,0.0,15.284745645900749,0.0,12.965578028838586,7.109797541277533,65.98515960585141,0.0,5.749511833283905,16.94058116458403,10.05365155780638,14.76249422596624,0.0,0.0,0.0,12.13273413692322,42.81902403369567,17.957138634923147,24.185039805658015,5.749511833283905,0.0,0.0,5.907179729351506,0.0,18,0,0,0,0,0,0,1,2,2,0,23,7,1,0,9,8,0,4,7,5,1,1,0,0,3,2,2,0,11,5,0,0,0,0,3,0,0,0,0,2,1,856796,0
C1=CC2C=CC1C(=C2C#N)C#N,1.2,unknown,70.72841801672521,47.6,154.17,154.053098200,2,0,0,0,2,0,2,12,12,3,0,0,3,0,0,0,0,0,3,0.2,6.358528806137672,3.774563864689585,2.872324271985524,2.249307257172394,1.6206619579125368,3.774563864689585,2.872324271985524,2.249307257172394,1.6206619579125368,-1.8,6.882397959183673,2.357140679774424,0.7258520592855678,0.0,0.0,0.0,34.49803782738431,0.0,35.45028948747406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.523783109476973,0.0,11.835812092322787,0.0,0.0,35.45028948747406,0.0,12.138442625584547,0.0,0.0,0.0,0.0,10.523783109476973,0.0,24.304080427335524,0.0,11.835812092322787,23.28465168572308,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,2,0,0,0,12,2,0,2,6,3,0,0,2,2,0,0,0,0,2,2,0,0,4,4,0,0,0,0,3,0,0,0,0,8,9,581543,0
CC(=NNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])CCC(=NNC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C,5.0,unknown,190.12069428134612,232.0,474.4,474.12475956,16,2,7,2,12,0,16,34,34,2,2,0,0,0,0,0,2,0,0,0.2222222222222222,17.827583074221504,9.432622393291995,6.849104883914209,4.360694928654406,2.5433036631972312,9.432622393291995,6.849104883914209,4.360694928654406,2.5433036631972312,-5.0200000000000005,25.24239418674046,11.025512310962647,6.739810540680622,10.85158279422077,31.116614200812087,0.0,40.45727307506229,26.689117645233267,46.601017462249104,0.0,0.0,0.0,34.124317648101375,0.0,0.0,19.693244195270683,0.0,0.0,10.202815051479446,26.689117645233267,10.85158279422077,76.85547548583195,0.0,0.0,45.547687653642775,0.0,51.30885586928306,0.0,10.202815051479446,0.0,0.0,38.821851782156486,23.556104142464626,31.825978332193902,11.374772549367124,0.0,0.0,11.374772549367124,11.374772549367124,18,0,0,0,0,0,0,8,0,8,0,34,17,6,0,6,6,0,11,28,16,2,2,4,4,10,6,6,0,6,6,0,0,0,0,2,0,0,0,0,0,0,313922,0
COC1=C(C=C(C=C1)C(=O)NC(=S)NCC2=CC=CO2)OC,2.5,unknown,132.95465433509938,105.0,320.4,320.08307817,6,2,5,2,5,1,7,22,22,2,2,0,0,1,0,0,1,0,0,0.2,13.028946429571345,6.8815503121073744,4.694175996908695,3.12246824715805,1.9423646995796287,6.473302021643511,4.285927706444831,2.876068607244678,1.7774982129562757,-2.54,15.84145144568378,7.463097400761434,3.983578272048409,20.10730311561276,25.23921169663133,6.544756405912575,0.0,16.118236094643258,41.01214927500045,0.0,0.0,0.0,0.0,11.49902366656781,12.217873443046695,18.685414028725265,0.0,10.633577208012662,0.0,6.544756405912575,14.219595082555067,47.91869724851855,0.0,11.49902366656781,23.237490057122958,19.207665448659775,10.111325788078153,0.0,0.0,0.0,0.0,42.549708785354746,5.563451491696996,27.0275144841067,5.760247418874442,16.611460551292566,0.0,5.907179729351506,0.0,15,0,0,0,0,1,0,2,0,3,1,22,10,2,0,6,5,0,5,10,6,2,2,0,0,4,5,2,0,7,4,0,0,0,1,1,0,0,0,0,0,0,977018,0
C1=CC=C(C(=C1)C(=O)NC(=S)NCC2=CN=CC=C2)Cl,3.0,unknown,126.72626459104372,86.1,305.8,305.0389609,4,2,3,2,3,1,6,20,20,2,2,0,0,1,0,0,1,0,0,0.07142857142857142,12.040009111086649,6.678315056168356,4.793369931717838,3.0973944756551877,1.9314508095169605,5.892102292695265,3.9779215145133677,2.52140661470177,1.545029550696729,-1.9799999999999995,14.429552842157404,6.977662646860928,4.01033822000079,10.633577208012662,16.00359513502347,6.544756405912575,0.0,15.921440167465814,48.791889553995816,5.022633313741326,0.0,0.0,0.0,0.0,23.81881333327921,4.794537184071822,0.0,15.617555728959871,0.0,6.544756405912575,0.0,64.94142585113113,0.0,0.0,34.83842994735547,5.316788604006331,15.095304309025362,0.0,0.0,0.0,29.800041095617345,35.98042614012852,18.93844354913873,10.586084805438322,0.0,5.112436884724758,0.0,5.907179729351506,0.0,14,0,1,0,0,1,0,2,1,1,0,20,7,2,0,6,6,0,3,5,4,2,2,0,0,3,3,2,0,9,3,0,0,0,0,2,0,0,0,0,0,0,695614,0
C=CCCCCCCCCCCCCCS(=O)(=O)O,5.8,unknown,118.78747360723844,62.8,290.5,290.19156599,3,1,14,1,3,0,4,19,19,0,0,0,0,0,0,0,0,0,0,0.8666666666666667,12.965300253620567,9.23024454221733,6.82455285795061,4.115122271108665,2.7330541680160856,7.621079234690928,5.252475996460627,3.310539617345464,2.164128317515058,-0.35000000000000003,18.650000000000002,12.67208496008391,17.649999999999995,0.0,18.72340046476609,10.118126859033554,0.0,77.04985947511214,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,12.9705468580193,0.0,0.0,0.0,77.04985947511214,5.752853606746789,12.654955790432378,0.0,0.0,10.118126859033554,0.0,4.552749873690364,0.0,8.417796984328938,6.578935683598497,63.863414713167984,19.26246486877803,0.0,5.752853606746789,0.0,0.0,0.0,10.118126859033554,0.0,15,0,0,0,0,1,0,0,0,3,0,19,15,3,0,0,0,0,14,6,3,1,1,0,0,4,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108619,0
C1[C@H](CC(=O)C2=C1NC3=CC=CC=C3N[C@@H]2C4=CC(=CC=C4)F)C5=CC=CC=C5,4.9,unknown,168.82570286334462,41.1,384.4,384.16379146,3,2,2,2,4,0,4,29,29,5,3,0,2,0,0,1,3,0,1,0.16,15.860680363690577,9.880811358988575,7.634199776879206,5.761966562823219,4.389424495458468,9.880811358988575,7.634199776879206,5.761966562823219,4.389424495458468,-3.3999999999999986,17.681811541271003,7.207524619139804,3.3112392477652217,10.633577208012662,5.783244946364939,4.794537184071822,5.817220841045895,35.928293104555365,90.13291573312605,0.0,0.0,0.0,15.765187597041944,0.0,0.0,9.184952231746642,0.0,0.0,0.0,24.801390121161372,10.633577208012662,107.07703955756595,0.0,0.0,17.158017495732064,10.633577208012662,4.794537184071822,4.39041504767482,0.0,0.0,54.59730361615449,47.73109892632783,17.69096546605111,17.416613378515084,5.817220841045895,5.783244946364939,0.0,0.0,0.0,25,1,0,0,0,0,0,0,2,1,0,29,3,1,0,19,10,0,2,4,3,2,2,0,0,2,0,0,0,17,10,0,0,0,0,4,1,0,0,0,4,2,984540,0
CC1=C(C=C(C=C1)NC(=S)NC(=O)/C=C/C2=CC=C(C=C2)OC)C,4.6,unknown,147.08706103812466,82.4,340.4,340.12454906,4,2,4,2,3,1,5,24,24,2,2,0,0,0,0,0,2,0,0,0.15789473684210525,14.73739387502595,7.898953695904984,5.7571543837777,3.7485923503701692,2.2404615592680788,7.490705405441121,5.348906093313836,3.5444682051382377,2.022018197304774,-2.6599999999999993,17.6900872412917,8.2648073579633,5.208612418645423,15.370440161812711,18.129414155353796,4.794537184071822,13.847474399381248,16.690354475090988,48.54058958606515,0.0,6.076020106833881,0.0,5.687386274683562,5.749511833283905,12.217873443046695,9.53140013787187,0.0,5.316788604006331,0.0,13.847474399381248,12.426586145283864,65.23094406115614,0.0,5.749511833283905,35.0008964386404,10.05365155780638,10.111325788078153,0.0,0.0,0.0,18.19910120538483,73.09719069819924,11.763406381517443,7.109797541277533,5.749511833283905,5.112436884724758,5.907179729351506,0.0,0.0,19,0,0,0,0,1,0,2,0,2,0,24,10,3,0,6,6,0,4,6,4,2,2,0,0,5,5,2,0,7,5,0,0,0,0,2,0,0,0,0,0,0,920783,0
C(C(=O)OC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Br,5.6,unknown,124.82023341789052,26.3,387.3,385.76513,2,0,3,0,2,0,8,16,16,1,1,0,0,0,0,0,1,0,0,0.125,12.657031469376616,6.6893895235171,4.957293308174663,4.19444238950317,2.1281297550023783,3.67809825072456,2.506736489255323,1.4945329497650204,0.8154828012512191,0.6199999999999999,14.68016847172082,5.984336255458821,2.8926188703651645,4.736862953800049,11.299394935013275,4.794537184071822,0.0,0.0,0.0,25.11316656870663,0.0,0.0,0.0,5.749511833283905,73.93464334911192,9.53140013787187,0.0,0.0,0.0,0.0,5.330089647061427,25.11316656870663,0.0,5.749511833283905,79.90394863706378,4.736862953800049,4.794537184071822,0.0,0.0,0.0,73.93464334911192,0.0,0.0,15.067899941223978,15.375356274544078,5.749511833283905,0.0,0.0,5.969305287951849,8,0,5,1,0,0,0,0,0,2,0,16,9,1,0,3,3,0,2,4,2,0,0,0,0,7,2,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,140815,0
C1=CC=C(C(=C1)C2=CC=CC=C2[N+](=O)[O-])C3=NC(=NC(=N3)N)N,2.1,unknown,130.53729259098975,137.0,308.29,308.10217365,8,4,2,2,7,0,8,23,23,3,3,0,0,1,0,0,2,0,0,0.0,11.87885365482382,6.662446763488844,4.695257399370902,3.2288881550102952,2.3033958091338946,6.662446763488844,4.695257399370902,3.2288881550102952,2.3033958091338946,-3.5500000000000003,14.389899261577582,5.6799685826292015,2.7705933399093503,11.46733495432437,19.875246611659296,0.0,10.114318268765572,0.0,48.53093654769288,0.0,22.514758973090913,0.0,17.58406483665655,0.0,0.0,4.923311048817671,0.0,14.951935562841626,0.0,0.0,11.46733495432437,58.645254816458454,0.0,22.514758973090913,17.58406483665655,11.46733495432437,10.114318268765572,0.0,14.951935562841626,0.0,36.39820241076966,11.629818560158606,11.629818560158606,10.486762540514666,0.0,5.824404497999927,11.896678561972989,5.687386274683562,0.0,15,0,0,0,0,0,0,3,3,2,0,23,6,1,0,9,9,0,3,11,8,4,2,1,1,4,0,1,0,11,7,0,0,0,0,3,0,0,0,0,0,0,277313,0
CN(C)CCCNC(=O)COC1=CC=C(C=C1)Cl,2.3,unknown,112.87402733051697,41.6,270.75,270.1135055,4,1,7,1,3,1,5,18,18,1,1,0,0,0,0,0,1,0,0,0.46153846153846156,11.535431796960061,6.2529990778217375,4.685813412081838,2.539816839140268,1.4798138470952893,5.87503460481251,4.249377631609853,2.287840523800783,1.3538256894255467,-1.2599999999999998,14.799737156511352,7.950275728610367,6.469242706457041,10.05365155780638,44.59882820189443,4.794537184071822,0.0,6.4208216229260096,24.26546827384644,5.022633313741326,0.0,0.0,0.0,5.749511833283905,11.600939890232516,9.53140013787187,0.0,10.216698334856808,0.0,6.4208216229260096,33.79173874169245,29.288101587587764,0.0,5.749511833283905,17.508119619584022,14.953561288656857,4.794537184071822,0.0,0.0,0.0,11.600939890232516,51.326390268039404,11.567389719653901,0.0,5.749511833283905,6.606881964512918,0.0,5.907179729351506,0.0,13,0,1,0,0,0,0,2,0,2,0,18,11,1,0,3,3,0,7,6,4,1,1,0,0,4,6,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,121036,0
CC1=C[C@@H]([C@@H]2[C@H](CC(=C)[C@H](CC1)O)OC(=O)C2=C)O,0.8,unknown,112.63150405971352,66.8,264.32,264.13615911,4,2,0,2,4,0,4,19,19,2,0,1,2,0,1,1,0,0,1,0.5333333333333333,11.133209023808512,6.507083877438963,5.41523930025005,3.8934642437372426,2.68310760696524,6.507083877438963,5.41523930025005,3.8934642437372426,2.68310760696524,-1.3900000000000001,14.028326802511232,5.309365522336585,2.795928860038794,0.0,34.494259240878165,9.53140013787187,5.917906046161393,26.186202068468653,35.95320506423868,0.0,0.0,0.0,0.0,0.0,0.0,19.744454927553285,0.0,0.0,5.917906046161393,44.49810123171356,0.0,35.95320506423868,0.0,0.0,5.969305287951849,14.94991774348146,0.0,4.794537184071822,0.0,0.0,24.806996004100146,25.33848497561191,11.993926152995277,18.125838821658,6.103966387748303,0.0,0.0,0.0,5.969305287951849,15,0,0,0,0,0,0,0,0,3,1,19,3,3,0,13,1,0,0,8,4,2,2,0,0,6,0,0,0,5,8,0,0,0,1,0,0,0,0,1,2,1,932932,0
CC(C)(C#CC1=CC(=CC=C1)N)O,1.1,unknown,78.389463532548,46.2,175.23,175.099714038,2,3,2,2,2,0,2,13,13,1,1,0,0,0,0,0,1,0,0,0.2727272727272727,7.833964941448089,4.083649137390712,3.4344797859970417,1.3993666080416265,0.8415458264532821,4.083649137390712,3.4344797859970417,1.3993666080416265,0.8415458264532821,-1.4600000000000002,9.626655112651646,3.506439498836867,3.636030681381721,5.733667477162185,10.707578205824394,0.0,11.840868637711289,19.410925891078243,24.26546827384644,0.0,0.0,0.0,5.687386274683562,0.0,0.0,5.106527394840706,0.0,0.0,0.0,19.448525210364934,5.733667477162185,29.828919765543436,0.0,11.840868637711289,5.687386274683562,10.84019487200289,0.0,0.0,0.0,0.0,17.907235706172898,32.046575604766076,11.250837766380558,0.0,5.601050810983688,0.0,0.0,0.0,0.0,11,0,0,0,0,0,0,1,0,1,0,13,6,0,1,3,3,0,0,3,2,3,2,0,0,4,2,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,112236,0
C[C@@H](CC1=CC=CC=C1)NC(=O)C,1.9,unknown,78.96749797513182,29.1,177.24,177.115364102,2,1,3,1,1,1,2,13,13,1,1,0,0,0,0,0,1,0,0,0.36363636363636365,8.079456686788166,4.492634832596467,3.291294060321333,1.83437591263056,1.3656696332438196,4.492634832596467,3.291294060321333,1.83437591263056,1.3656696332438196,-1.3099999999999998,9.775543199315653,4.651378356698753,3.740879047397056,5.316788604006331,11.949020558499466,11.21535880699783,0.0,19.410925891078243,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,5.316788604006331,0.0,26.31013685145522,0.0,35.89528683400505,0.0,0.0,5.907179729351506,5.316788604006331,4.794537184071822,0.0,0.0,0.0,30.33183534230805,18.90801031431363,12.965578028838586,0.0,0.0,0.0,5.907179729351506,0.0,0.0,11,0,0,0,0,0,0,1,0,1,0,13,6,1,0,3,3,0,3,3,2,1,1,0,0,3,2,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0,778481,0
CC1=CC=C(O1)C(=O)CSCC(=O)NC2=CC=CC=C2,3.0,unknown,121.10355357068171,84.6,289.4,289.07726451,4,1,6,1,4,1,5,20,20,2,2,0,0,1,0,0,1,0,0,0.2,11.905155189483656,7.3270213747290684,5.226072499769622,3.4716679717568444,2.29778149293887,6.172320836349818,4.240473940116134,2.5390422863026525,1.6105009263433887,-2.0099999999999993,14.400182349791374,6.955971502646678,4.275188800220271,5.316788604006331,23.196131889210022,4.794537184071822,6.923737199690624,16.315032021820706,46.881720416284615,0.0,0.0,0.0,5.687386274683562,0.0,11.761884949391115,14.006225305196992,0.0,0.0,0.0,6.923737199690624,16.82249581749991,53.98506431698015,0.0,0.0,29.13969589979112,9.733939541059678,9.589074368143644,0.0,0.0,11.761884949391115,18.19910120538483,31.18920547353706,5.687386274683562,11.505707213493578,5.760247418874442,5.760247418874442,11.690424675716445,0.0,0.0,15,0,0,0,0,1,0,1,0,2,1,20,8,2,0,6,5,0,6,7,4,1,1,0,0,3,4,2,0,8,3,0,0,0,1,1,0,0,0,0,0,0,580098,0
C1=CC(=CC(=C1)S(=O)(=O)[O-])S(=O)(=O)C2=CC(=CC=C2)S(=O)(=O)[O-].[K+].[K+],-5.664399999999999,unknown,230.216297118154,174.0,454.6,453.8655437,8,0,2,0,8,0,13,25,25,2,2,0,0,0,0,0,2,0,0,0.0,21.805234342638002,10.092224152875016,9.070391006605508,6.220595181501787,4.263958215641887,5.792564324352897,4.3614027671271,2.8089541886691514,1.7298426281370067,1.482727272727273,26.48272727272727,9.798310726806816,6.792817991037697,102.76906981257326,34.35889070036754,30.073506854484606,0.0,0.0,68.11287044976399,0.0,0.0,0.0,0.0,0.0,0.0,137.1279605129408,0.0,0.0,0.0,19.5819339020711,0.0,48.53093654769288,0.0,0.0,30.073506854484606,9.105499747380728,0.0,25.253390952986813,0.0,0.0,12.13273413692322,36.39820241076966,0.0,19.5819339020711,20.236253718067108,0.0,9.837253136417502,0.0,102.76906981257326,12,0,0,0,0,3,0,0,0,8,0,25,6,6,0,6,6,0,4,18,8,0,0,2,2,8,0,0,3,8,4,0,0,0,0,2,0,0,0,0,0,0,162999,0
CC(C)C(=O)C1=CC=C(C=C1)OC,2.8,unknown,78.53118102103063,26.3,178.23,178.099379685,2,0,3,0,2,0,2,13,13,1,1,0,0,0,0,0,1,0,0,0.36363636363636365,8.203247926875857,4.33123945894771,3.2474528487126415,1.8989137285313078,1.0886184393484997,4.33123945894771,3.2474528487126415,1.8989137285313078,1.0886184393484997,-1.31,9.775543199315653,4.077362948718417,2.310993134871252,4.736862953800049,12.893042487642472,0.0,5.917906046161393,24.205463075150064,24.26546827384644,0.0,0.0,0.0,0.0,5.749511833283905,0.0,9.53140013787187,0.0,0.0,5.917906046161393,13.847474399381248,7.109797541277533,29.828919765543436,0.0,5.749511833283905,5.783244946364939,4.736862953800049,4.794537184071822,0.0,0.0,0.0,13.847474399381248,24.26546827384644,11.48135753785839,7.109797541277533,5.749511833283905,5.783244946364939,0.0,0.0,0.0,11,0,0,0,0,0,0,0,0,2,0,13,6,1,0,3,3,0,3,4,2,0,0,0,0,4,1,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,285578,0
C1=CC(=CC=C1OCOC(=O)N(CC2=C(C=C(C=C2)Cl)Cl)C#N)Cl,5.3,unknown,153.39909037452207,62.6,385.6,383.983525,5,0,6,0,4,1,8,24,24,2,2,0,0,0,0,0,2,0,0,0.125,14.47651776617503,7.790565460045498,5.828302166204376,3.745221085994226,2.3118813603078276,6.656672041017814,4.548230478519799,2.9062991566747978,1.7176378433392894,-2.1299999999999994,18.21215559169917,8.64659115538174,5.204696290685967,4.736862953800049,17.78609210788872,11.281619359712625,11.455047650517326,5.563451491696996,42.46456947923127,15.067899941223978,0.0,0.0,4.794537184071822,5.749511833283905,34.802819670697545,14.268263091671919,5.261891554738487,4.899909730850478,0.0,6.544756405912575,6.792942306099827,63.09592091215224,0.0,11.942667929062745,40.896059741635966,9.473725907600098,0.0,9.694446914922299,5.261891554738487,0.0,40.86918673915916,41.96165390246666,15.067899941223978,6.544756405912575,5.749511833283905,6.19315609577884,6.792942306099827,0.0,6.093240070938415,16,0,3,0,0,0,0,2,0,3,0,24,11,1,1,6,6,0,5,8,5,0,0,0,0,5,5,2,0,7,5,0,0,0,0,2,0,0,0,0,0,0,295443,0
CC(C)P(C(C)C)C(C)C.[CH2-][CH-]CCC[CH-][CH2-].[Pt+4],5.924460000000007,unknown,133.1069873699624,0.0,451.5,451.196782,0,0,3,0,4,0,2,18,18,0,0,0,0,0,0,0,0,0,0,0.75,16.3523618594897,8.420884784717659,9.229525538490178,6.183059726927225,5.77308941079207,6.871691446234691,5.236711670524328,2.6053509629275577,2.1953806467924024,1.1183116883116884,24.157160866262306,16.173504468809284,15.17672866413313,0.0,16.97698335210992,21.06526706137112,26.689117645233267,60.80488806692178,0.0,0.0,0.0,0.0,0.0,0.0,7.9215880923435105,21.06526706137112,0.0,0.0,0.0,77.78187141903169,0.0,26.689117645233267,0.0,0.0,7.9215880923435105,26.689117645233267,0.0,12.841643245852019,0.0,6.4208216229260096,49.46401129048725,16.97698335210992,0.0,0.0,0.0,0.0,0.0,0.0,21.06526706137112,16,0,0,0,0,0,1,0,0,0,0,18,15,0,0,0,0,0,7,0,0,0,0,4,1,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634211,0
